S-No.,variant 1,variant 2,variant 3,variant 4,variant 5,variant 6
4325,129.608,126.838,146.103,1.306,1.27,4
4326,129.538,129.933,142.721,1.357,1.318,4
4327,129.613,124.08,151.323,1.012,1.288,0
4328,135.828,131.541,147.376,1.18,1.366,0
4329,136.395,121.98,136.444,1.378,1.34,2
4330,128.866,133.882,136.073,1.358,1.353,5
4331,124.166,133.022,146.434,1.013,1.253,2
4332,124.405,130.476,150.081,1.148,1.007,3
4333,134.525,133.625,139.94,1.284,1.13,2
4334,134.045,126.498,137.543,1.248,1.097,0
4335,126.592,130.377,136.28,1.201,1.2,0
4336,128.828,126.949,148.253,1.106,1.067,4
4337,134.132,128.224,142.059,1.042,1.398,3
4338,126.011,134.624,141.226,1.121,1.28,0
4339,121.726,130.402,150.104,1.267,1.308,2
4340,131.621,131.059,141.444,1.277,1.021,4
4341,130.208,128.752,153.558,1.131,1.261,5
4342,123.187,132.408,142.628,1.104,1.085,1
4343,123.137,121.595,153.09,1.088,1.013,3
4344,137.644,120.137,148.754,1.018,1.059,5
4345,131.003,134.932,151.669,1.221,1.163,5
4346,129.169,129.508,141.958,1.169,1.22,1
4347,127.658,134.726,152.081,1.163,1.022,3
4348,132.428,121.129,136.951,1.387,1.216,4
4349,136.936,129.615,153.711,1.278,1.023,3
4350,123.732,127.659,150.023,1.289,1.159,0
4351,124.926,129.206,150.124,1.291,1.301,4
4352,132.424,128.174,140.743,1.148,1.157,4
4353,121.464,123.7,149.17,1.35,1.169,0
4354,121.288,124.443,147.008,1.164,1.021,4
4355,131.442,133.749,139.042,1.38,1.119,2
4356,133.343,121.201,135.586,1.202,1.035,1
4357,128.41,127.403,145.171,1.113,1.14,5
4358,127.932,121.635,140.201,1.108,1.319,5
4359,132.148,133.262,144.823,1.103,1.175,4
4360,137.226,123.776,141.502,1.204,1.369,2
4361,128.363,134.784,143.012,1.263,1.379,2
4362,137.924,122.039,149.317,1.31,1.345,3
4363,126.625,134.969,143.447,0.959,1.091,5
4364,124.036,123.982,151.72,1.177,1.137,4
4365,128.283,128.038,142.632,1.057,1.343,0
4366,128.165,121.652,149.749,1.056,1.205,1
4367,126.906,124.273,153.196,1.027,1.068,3
4368,131.966,127.455,141.578,1.326,1.267,3
4369,122.594,120.608,142.094,1.255,1.207,5
4370,130.774,126.655,152.996,1.094,1.03,0
4371,129.657,125.991,139.211,1.029,1.23,4
4372,136.534,121.416,139.26,1.34,1.054,5
4373,128.377,134.039,149.461,1.039,1.131,4
4374,133.709,125.568,151.853,1.092,1.173,5
4375,122.201,126.436,137.985,1.331,1.19,3
4376,127.132,120.666,151.959,1.238,1.301,4
4377,133.763,123.187,135.3,1.195,1.002,5
4378,132.159,132.165,136.391,1.152,1.105,0
4379,135.482,121.75,140.699,1.088,1.231,0
4380,135.939,130.672,145.742,1.039,1.372,0
4381,123.478,131.345,143.852,1.175,1.189,2
4382,134.365,123.232,135.221,1.24,1.129,5
4383,121.133,129.958,149.266,1.175,1.219,0
4384,122.85,129.055,136.432,1.121,1.107,3
4385,133.665,124.249,143.329,1.206,1.188,4
4386,126.259,129.825,151.814,1.152,1.235,4
4387,124.21,125.736,152.364,1.018,1.07,2
4388,137.62,122.613,148.257,1.209,1.351,0
4389,128.385,126.094,146.343,1.192,1.14,0
4390,126.989,134.26,141.728,1.229,1.251,3
4391,125.548,131.57,153.642,1.018,1.134,1
4392,124.992,121.398,143.38,1.253,1.139,4
4393,131.215,124.147,139.178,1.344,1.377,1
4394,128.789,125.351,136.619,1.114,1.137,0
4395,133.325,122.232,142.147,1.338,1.37,4
4396,124.342,131.437,148.276,1.205,1.111,4
4397,125.681,121.685,149.566,1.252,1.043,3
4398,126.513,127.447,151.797,1.078,1.199,3
4399,133.287,132.209,146.763,1.216,1.341,5
4400,125.927,127.959,146.894,1.053,1.338,5
4401,137.933,122.168,153.578,1.022,1.368,3
4402,130.034,133.682,153.564,1.017,1.164,3
4403,123.464,121.654,141.54,1.237,1.33,5
4404,132.49,130.4,140.424,1.092,1.393,1
4405,133.138,124.784,144.337,1.146,1.229,4
4406,133.461,133.005,142.881,1.325,1.093,2
4407,130.459,134.321,146.746,1.292,1.367,5
4408,123.811,129.69,142.913,1.123,1.272,3
4409,124.58,123.409,153.372,1.176,1.191,2
4410,137.361,120.034,142.868,1.372,1.288,5
4411,128.909,122.164,153.48,1.342,1.016,5
4412,123.701,120.564,149.605,1.124,1.398,4
4413,132.885,121.14,135.428,1.162,1.309,3
4414,128.165,122.238,146.631,1.241,1.202,1
4415,126.254,122.734,153.329,1.128,1.399,1
4416,133.87,129.82,153.189,1.085,1.384,4
4417,129.964,121.854,144.714,1.385,1.379,3
4418,128.223,133.914,145.23,0.955,1.037,3
4419,130.833,131.196,144.297,1.246,1.081,4
4420,137.119,120.35,144.931,1.208,1.234,3
4421,134.77,130.526,150.043,1.077,1.166,5
4422,123.468,126.139,153.98,1.165,1.102,0
4423,132.521,128.863,152.596,1.337,1.082,3
4424,127.181,120.936,140.199,1.077,1.359,5
4425,127.355,127.263,137.809,1.324,1.247,1
4426,127.881,134.118,138.248,1.26,1.179,0
4427,128.564,124.411,139.803,1.249,1.227,2
4428,121.447,131.174,139.026,0.988,1.114,5
4429,136.945,131.618,146.705,1.124,1.174,2
4430,126.938,125.004,143.165,1.01,1.196,3
4431,128.214,133.034,142.499,1.129,1.017,3
4432,134.449,128.906,141.506,0.972,1.369,1
4433,122.778,120.384,138.772,1.231,1.278,4
4434,126.008,125.256,144.078,1.11,1.202,1
4435,133.424,127.945,139.223,1.273,1.289,0
4436,135.489,129.781,145.151,1.1,1.243,1
4437,132.918,129.708,139.133,0.959,1.044,5
4438,134.613,127.053,150.679,1.161,1.087,3
4439,133.172,133.435,135.595,1.306,1.347,5
4440,133.045,125.242,135.134,0.996,1.242,3
4441,126.367,122.455,144.625,1.287,1.354,3
4442,132.215,121.249,144.423,1.161,1.206,2
4443,137.959,123.437,140.485,1.074,1.301,5
4444,137.103,128.036,149.461,1.267,1.049,5
4445,133.307,134.204,150.824,1.243,1.117,0
4446,130.44,124.965,140.496,0.977,1.14,3
4447,122.406,131.892,153.539,1.325,1.097,4
4448,130.623,134.641,138.614,1.21,1.006,0
4449,136.622,124.874,152.658,1.064,1.194,4
4450,121.886,123.355,142.922,1.045,1.066,1
4451,127.85,125.244,149.918,0.952,1.101,3
4452,136.114,128.262,140.412,1.167,1.082,2
4453,131.734,130.296,149.801,0.97,1.353,1
4454,126.867,123.831,149.434,1.205,1.093,4
4455,124.81,131.601,138.988,0.976,1.394,5
4456,136.844,121.404,151.825,1.123,1.363,1
4457,129.247,121.765,142.775,1.31,1.148,0
4458,137.775,131.672,137.999,1.093,1.106,1
4459,129.869,122.946,135.817,1.302,1.051,4
4460,123.088,125.654,147.028,1.056,1.384,1
4461,136.457,125.174,147.873,1.376,1.063,2
4462,130.181,127.214,135.229,1.064,1.235,5
4463,134.842,131.195,143.512,1.142,1.284,1
4464,133.746,132.997,136.772,1.215,1.181,2
4465,121.814,134.313,150.022,1.279,1.333,3
4466,122.213,133.85,145.729,1.197,1.161,0
4467,121.821,132.825,138.374,0.99,1.05,2
4468,127.363,125.273,151.273,1.373,1.396,5
4469,125.718,125.157,136.829,0.995,1.149,5
4470,123.017,121.609,153.391,1.381,1.241,5
4471,129.131,124.383,152.337,1.31,1.123,0
4472,135.471,120.054,152.844,1.365,1.154,1
4473,135.207,128.244,141.924,1.222,1.323,2
4474,134.792,127.892,148.647,1.35,1.289,5
4475,130.038,129.109,137.128,1.241,1.13,2
4476,127.42,129.663,145.846,1.034,1.253,3
4477,137.632,126.118,136.599,1.129,1.217,0
4478,124.19,128.186,152.522,1.084,1.2,1
4479,122.359,130.475,140.391,1.243,1.028,4
4480,132.549,129.738,147.197,0.956,1.01,3
4481,123.032,134.536,143.79,1.03,1.066,1
4482,126.112,132.186,145.343,1.199,1.276,1
4483,128.621,126.338,142.153,1.272,1.019,5
4484,133.571,133.026,151.123,1.048,1.26,0
4485,124.958,128.374,139.391,1.331,1.193,2
4486,135.732,121.603,143.303,1.326,1.289,3
4487,133.35,132.076,136.407,1.257,1.135,1
4488,137.764,122.54,144.969,1.365,1.201,4
4489,122.567,133.294,145.595,1.369,1.261,5
4490,136.293,132.553,147.995,0.992,1.4,1
4491,122.988,121.027,138.927,1.075,1.393,3
4492,124.249,133.154,138.191,1.315,1.192,1
4493,121.781,130.408,151.432,0.961,1.032,0
4494,121.337,121.859,138.403,1.182,1.343,1
4495,134.436,130.759,144.139,1.25,1.107,3
4496,122.168,121.459,151.474,1.348,1.009,4
4497,129.622,134.702,138.992,1.316,1.001,2
4498,121.372,125.379,152.989,1,1.389,4
4499,128.283,131.85,146.455,1.039,1.298,2
4500,133.773,133.85,135.846,1.396,1.27,5
4501,136.555,121.672,148.226,1.096,1.322,2
4502,123.519,131.005,138.86,1.102,1.278,2
4503,121.811,125.39,139.607,1.374,1.164,4
4504,132.595,122.076,149.318,1.34,1.101,4
4505,125.928,123.542,137.8,1.139,1.341,2
4506,131.656,124.386,142.423,1.246,1.229,4
4507,137.901,128.69,139.417,1.227,1.169,2
4508,121.975,121.474,141.7,1.184,1.098,3
4509,137.229,131.425,138.598,1.247,1.211,0
4510,137.52,133.416,142.892,0.994,1.171,2
4511,123.902,128.918,147.025,1.229,1.326,5
4512,135.24,120.156,143.548,1.18,1.062,4
4513,131.791,127.808,141.471,1.284,1.383,1
4514,128.284,129.376,139.252,1.192,1.189,3
4515,132.393,121.27,135.716,0.986,1.095,2
4516,126.405,134.351,153.063,0.983,1.175,3
4517,131.541,123.481,151.613,0.98,1.142,0
4518,122.43,125.714,136.731,1.33,1.204,4
4519,137.941,126.802,152.661,1.306,1.008,5
4520,128.939,128.309,151.08,1.116,1.041,2
4521,122.828,130.277,153.834,1.167,1.041,1
4522,136.772,126.364,138.639,1.177,1.128,5
4523,129.252,120.698,141.923,1.119,1.144,0
4524,137.881,127.925,147.651,1.272,1.371,0
4525,137.724,121.282,153.083,0.976,1.373,5
4526,136.019,132.458,148.779,1.124,1.224,2
4527,132.293,125.097,138.324,1.326,1.01,1
4528,124.722,126.737,141.931,1.09,1.072,0
4529,136.875,125.608,135.261,1.211,1.327,2
4530,126.722,121.483,142.184,1.029,1.344,3
4531,124.252,125.64,151.943,1.276,1.071,2
4532,135.241,131.81,135.579,1.204,1.152,0
4533,130.689,121.827,146.074,1.36,1.001,3
4534,137.113,131.786,147.729,1.39,1.28,2
4535,127.845,127.948,135.169,1.045,1.338,1
4536,125.429,120.865,151.45,1.039,1.279,3
4537,129.438,131.218,149.688,1.113,1.068,3
4538,124.796,129.521,135.445,0.957,1.244,2
4539,133.146,122.653,145.744,1.236,1.027,0
4540,129.227,129.799,151.432,1.398,1.064,0
4541,126.85,121.463,137.821,1.305,1.003,2
4542,130.131,121.795,140.646,1.157,1.201,1
4543,130.131,133.797,143.858,1.318,1.056,2
4544,137.368,123.239,142.47,0.965,1.189,3
4545,137.057,130.06,149.279,1.04,1.152,4
4546,127.871,130.28,150.839,1.126,1.151,0
4547,136.21,121.94,143.589,1.311,1.235,3
4548,131.065,130.439,138.904,0.996,1.217,0
4549,125.783,130.191,143.961,0.97,1.357,5
4550,135.285,127.148,135.242,1.112,1.183,4
4551,127.47,126.128,151.836,0.968,1.169,2
4552,132.913,121.893,137.516,1.158,1.206,2
4553,136.793,131.254,147.039,1.007,1.043,0
4554,125.108,122.188,140.584,1.278,1.349,4
4555,124.919,122.678,142.469,1.098,1.309,2
4556,125.877,121.409,144.465,1.369,1.01,0
4557,133.746,131.438,142.084,1.286,1.391,5
4558,126.018,123.923,148.893,0.969,1.222,4
4559,128.931,126.903,140.084,1.385,1.328,0
4560,124.169,133.501,150.499,1.38,1.201,4
4561,121.439,122.67,149.427,1.036,1.367,0
4562,132.459,122.546,153.079,1.347,1.18,5
4563,134.38,129.345,135.574,0.994,1.125,1
4564,130.732,133.853,135.436,0.977,1.002,3
4565,133.363,122.003,153.795,1.33,1.131,2
4566,122.424,129.379,147.36,1.161,1.324,4
4567,137.086,132.588,145.908,1.399,1.348,5
4568,122.482,128.209,140.642,1.113,1.286,1
4569,131.515,133.423,148.258,1.062,1.309,0
4570,132.547,127.576,145.239,1.263,1.245,3
4571,135.23,129.966,137.932,1.356,1.005,5
4572,129.286,132.958,148.551,1.028,1.367,2
4573,127.097,132.364,142.52,0.985,1.368,5
4574,124.543,134.46,149.498,0.973,1.348,3
4575,130.683,123.252,145.672,1.288,1.112,2
4576,123.771,122.199,143.287,1.392,1.259,4
4577,125.579,134.498,136.698,1.004,1.082,5
4578,122.696,120.072,146.187,1.346,1.201,5
4579,129.253,134.971,144.854,1.365,1.004,5
4580,127.296,130.895,136.858,1.172,1.221,5
4581,130.872,129.075,136.7,1.046,1.2,3
4582,124.137,122.256,138.663,1.314,1.038,5
4583,128.205,129.452,140.516,1.284,1.196,0
4584,125.187,134.79,153.464,1.338,1.16,5
4585,127.5,122.899,149.555,1.144,1.299,2
4586,128.087,121.047,144.445,1.007,1.241,2
4587,128.868,125.447,153.302,1.203,1.272,3
4588,137.74,133.76,143.998,1.379,1.179,0
4589,129.254,133.972,145.778,0.996,1.308,4
4590,127.821,133.092,148.82,1.366,1.292,5
4591,133.422,130.569,144.925,1.391,1.234,2
4592,125.277,121.11,139.299,0.963,1.186,4
4593,123.969,125.755,142.871,1.264,1.181,2
4594,131.385,124.691,140.108,1.287,1.163,2
4595,136.468,126.58,144.62,1.272,1.334,2
4596,137.17,124.058,140.604,1.188,1.203,2
4597,125.403,131.764,148.857,1.069,1.294,2
4598,131.358,128.868,149.478,1.095,1.141,4
4599,136.507,126.97,149.112,1.057,1.175,4
4600,136.674,127.208,145.194,1.316,1.217,3
4601,129.995,133.071,144.26,1.344,1.17,0
4602,136.088,121.941,152.294,0.982,1.071,5
4603,124.215,122.676,153.843,1.372,1.142,4
4604,132.677,132.897,150.711,1.231,1.372,3
4605,127.692,134.072,141.679,1.295,1.258,4
4606,122.145,128.237,144.191,1.38,1.136,3
4607,136.222,127.891,146.899,1.057,1.113,1
4608,126.307,127.481,149.275,1.196,1.21,5
4609,135.941,134.583,136.478,1.154,1.106,1
4610,127.808,122.586,146.544,1.218,1.255,2
4611,123.336,133.354,149.365,1.394,1.126,2
4612,132.776,123.006,151.309,1.073,1.115,2
4613,122.373,133.131,138.229,1.246,1.373,1
4614,136.165,131.535,144.263,1.305,1.116,4
4615,126.097,132.01,145.192,1.024,1.054,5
4616,128.676,130.26,147.969,0.981,1.189,3
4617,124.05,125.584,144.314,0.999,1.022,4
4618,128.085,127.53,140.616,1.041,1.256,0
4619,132.401,124.186,148.4,1.214,1.015,4
4620,133.644,126.127,146.29,1.026,1.33,1
4621,134.285,120.844,145.666,1.396,1.003,0
4622,121.115,134.639,150.518,1.042,1.229,3
4623,135.762,121.321,149.896,1.123,1.032,2
4624,124.589,134.364,135.018,1.108,1.36,3
4625,122.36,123.669,135.4,1.021,1.079,2
4626,123.364,125.558,153.835,0.996,1.329,1
4627,124.012,125.998,136.159,1.286,1.049,2
4628,123.321,132.875,138.077,1.155,1.148,3
4629,122.717,127.662,137.88,1.3,1.009,3
4630,129.232,127.65,139.167,1.381,1.309,2
4631,136.594,131.913,151.588,1.186,1.34,1
4632,130.037,123.857,139.762,1.191,1.197,3
4633,126.042,124.644,144.574,1.009,1.397,3
4634,132.716,134.626,140.069,1.387,1.221,2
4635,122.973,126.993,143.452,1.144,1.005,0
4636,126.129,121.803,145.473,1.043,1.065,5
4637,126.489,133.756,136.869,1.328,1.134,2
4638,132.772,124.983,143.337,1.381,1.026,1
4639,137.066,123.976,142.12,1.359,1.185,4
4640,129.892,133.913,141.817,1.196,1.066,5
4641,134.671,133.382,135.751,1.096,1.102,0
4642,137.48,129.527,138.195,1.243,1.183,4
4643,133.434,122.893,138.581,1.22,1.255,4
4644,136.499,130.787,153.676,1.008,1.373,3
4645,133.38,126.911,147.938,1.142,1.116,3
4646,130.127,123.956,138.668,1.031,1.176,1
4647,125.167,132.01,150.703,1.331,1.099,0
4648,134.963,134.025,136.523,1.06,1.142,4
4649,122.886,128.181,141.237,1.095,1.126,5
4650,121.552,120.838,141.593,1.142,1.008,1
4651,131.782,125.628,146.266,1.229,1.115,1
4652,133.791,127.648,140.013,1.008,1.015,0
4653,125.604,124.323,137.419,1.156,1.236,4
4654,129.106,133.614,148.841,1.052,1.207,3
4655,126.654,126.068,141.841,1.08,1.304,2
4656,126.219,133.512,138.462,1.294,1.18,4
4657,123.582,124.057,152.318,1.088,1.352,4
4658,124.375,125.467,139.456,1.016,1.316,0
4659,131.561,120.863,148.445,0.977,1.297,0
4660,130.085,122.874,143.223,1.252,1.354,4
4661,122.107,133.83,150.283,1.272,1.27,3
4662,128.573,126.237,136.412,1.297,1.02,2
4663,134.977,123.065,139.935,1.024,1.389,0
4664,130.923,134.745,135.62,1.035,1.232,1
4665,131.586,133.757,144.335,1.151,1.245,2
4666,123.391,120.91,135.109,1.103,1.045,5
4667,134.646,120.032,139.914,1.016,1.269,0
4668,127.488,124.997,147.882,1.027,1.305,5
4669,134.598,123.202,145.88,1.13,1.239,0
4670,136.402,134.175,153.184,1.186,1.098,0
4671,130.645,123.01,152.411,1.235,1.26,5
4672,137.308,130.2,137.803,1.052,1.256,4
4673,130.088,128.972,136.441,1.254,1.087,3
4674,122.223,132.327,153.757,1.103,1.014,5
4675,131.19,123.375,141.403,1.052,1.133,0
4676,123.54,123.519,149.562,1.329,1.347,0
4677,133.896,133.788,145.638,1.04,1.351,5
4678,135.906,129.381,152.726,1.071,1.254,4
4679,124.268,130.983,146.424,0.962,1.079,0
4680,132.616,123.41,150.934,1.1,1.003,1
4681,128.661,129.671,140.696,1.09,1.377,4
4682,136.02,127.373,148.702,1.005,1.192,2
4683,121.452,121.532,151.57,1.314,1.171,5
4684,135.639,122.165,143.307,1.078,1.187,1
4685,137.435,122.439,146.484,1.271,1.252,1
4686,134.158,124.794,139.422,1.195,1.394,3
4687,125.226,132.978,140.127,1.03,1.195,4
4688,129.629,133.68,145.016,1.19,1.007,0
4689,134.777,128.681,145.542,1.238,1.311,5
4690,121.261,124.409,140.124,1.189,1.318,1
4691,127.073,125.318,139.597,1.121,1.322,3
4692,137.935,124.388,136.746,0.967,1.381,0
4693,132.176,126.634,136.056,0.977,1.093,3
4694,135.415,123.09,144.846,1.032,1.089,0
4695,134.697,125.855,143.219,1.225,1.028,4
4696,127.221,129.52,141.87,1.05,1.253,5
4697,121.747,121.544,144.492,1.295,1.14,4
4698,121.423,121.003,153.545,1.072,1.233,3
4699,131.676,124.624,141.849,1.026,1.275,3
4700,123.761,133.831,140.017,1.195,1.065,3
4701,123.535,133.263,147.091,1.164,1.398,1
4702,123.725,123.275,152.099,1.256,1.376,0
4703,126.242,122.651,141.274,1.161,1.247,4
4704,136.111,124.833,136.172,1.209,1.241,5
4705,126.086,130.366,152.343,1.274,1.273,0
4706,123.133,120.925,153.912,1.02,1.133,4
4707,128.291,130.104,151.555,1.266,1.124,2
4708,137.327,123.777,136.454,1.193,1.256,3
4709,133.435,134.653,147.212,0.968,1.121,0
4710,125.233,123.448,142.209,1.331,1.36,4
4711,137.164,122.106,149.446,1.332,1.208,3
4712,125.363,124.087,148.955,1.341,1.348,1
4713,123.175,133.575,147.502,0.963,1.362,2
4714,125.926,123.333,138.427,1.041,1.152,1
4715,136.99,129.399,135.804,1.338,1.393,2
4716,127.605,130.3,144.014,1.335,1.222,1
4717,122.907,129.969,151.051,1.201,1.318,5
4718,128.293,134.839,144.155,1.266,1.362,3
4719,135.546,125.969,142.937,1.254,1.146,1
4720,126.425,124.692,135.859,1.376,1.04,5
4721,134.082,129.849,142.656,1.393,1.398,2
4722,129.206,133.786,152.952,1.064,1.138,3
4723,127.181,129.448,147.877,1.076,1.205,5
4724,121.275,120.717,152.124,1.155,1.355,2
4725,126.044,128.411,151.78,0.982,1.043,5
4726,125.096,127.309,153.892,1.012,1.098,1
4727,128.117,131.532,135.88,1.106,1.242,2
4728,131.252,123.745,144.519,1.124,1.038,1
4729,132.646,129.866,140.008,1.133,1.197,0
4730,136.17,130.854,141.464,1.092,1.16,4
4731,134.547,132.436,152.406,1.12,1.243,1
4732,128.565,132.55,138.376,0.967,1.177,1
4733,123.273,133.925,139.168,1.11,1.386,3
4734,135.355,129.893,139.313,1.163,1.341,5
4735,121.26,127.415,147.898,0.974,1.109,3
4736,128.291,121.401,142.11,1.012,1.13,4
4737,130.887,125.455,151.053,1.039,1.128,0
4738,126.881,125.309,139.333,0.958,1.208,2
4739,137.534,121.646,139.244,0.978,1.241,1
4740,127.457,122.829,152.373,1.342,1.394,2
4741,127.118,125.309,142.977,1.066,1.144,0
4742,135.246,131.012,136.723,1.005,1.18,0
4743,136.936,134.905,148.213,1.17,1.268,4
4744,130.761,127.355,145.883,1.049,1.121,5
4745,135.05,130.749,139.303,1.131,1.036,4
4746,137.123,124.898,144.217,1.349,1.045,0
4747,125.271,128.603,150.159,1.193,1.357,1
4748,124.079,123.569,149.168,1.133,1.104,5
4749,124.131,134.305,148.579,0.997,1.36,5
4750,136.466,128.49,137.483,1.115,1.244,0
4751,127.301,134.443,145.192,1.083,1.325,0
4752,122.585,120.616,151.719,1.071,1.042,4
4753,137.232,133.85,144.243,1.081,1.059,3
4754,137.676,121.231,148.376,1.286,1.222,2
4755,125.948,128.861,148.408,1.074,1.152,0
4756,134.79,127.707,151.306,1.351,1.198,2
4757,137.868,121.303,148.706,1.294,1.297,5
4758,126.466,131.602,153.685,1.078,1.076,1
4759,124.036,134.825,146.189,1.327,1.069,3
4760,133.317,121.228,149.68,1.241,1.321,4
4761,125.122,127.644,149.295,0.968,1.113,4
4762,125.768,125.003,138.298,1.123,1.351,1
4763,132.307,121.691,146.896,1.328,1.392,4
4764,135.943,126.956,147.427,1.113,1.116,2
4765,133.126,123.455,148.275,0.97,1.045,4
4766,128.207,123.688,153.268,1.058,1.229,3
4767,130.44,126.212,151.231,1.16,1.137,5
4768,127.265,120.703,153.921,1.213,1.084,1
4769,127.223,127.505,152.141,1.341,1.051,0
4770,132.026,131.326,141.514,1.063,1.159,3
4771,130.192,131.372,147.425,1.067,1.308,0
4772,137.352,122.821,148.243,1.108,1.287,1
4773,128.434,127.793,151.152,1.332,1.197,3
4774,134.571,125.233,141.609,1.14,1.116,2
4775,131.306,132.579,147.178,1.198,1.104,2
4776,127.175,128.377,144.531,1.388,1.012,2
4777,122.733,132.873,147.548,1.267,1.379,1
4778,125.575,124.424,143.234,1.018,1.052,5
4779,133.169,122.934,152.615,1.29,1.177,3
4780,136.927,133.049,140.001,1.326,1.233,0
4781,131.353,120.447,138.425,1.392,1.323,3
4782,123.265,123.66,145.386,1.073,1.048,1
4783,130.206,134.127,148.529,1.104,1.352,4
4784,125.233,129.606,136.878,1.204,1.117,3
4785,122.81,133.587,137.978,1.223,1.216,5
4786,130.543,121.623,140.769,1.386,1.391,0
4787,135.795,128.568,143.32,1.06,1.103,1
4788,129.838,124.886,142.592,1.33,1.39,0
4789,137.017,133.017,142.32,1.041,1.287,3
4790,129.654,132.166,144.975,1.263,1.385,4
4791,129.761,125.969,136.223,1.067,1.268,3
4792,124.303,124.838,146.971,1.356,1.377,5
4793,132.561,121.201,146.997,1.084,1.345,4
4794,128.462,130.4,137.716,1.087,1.036,2
4795,132.732,132.664,142.623,1.14,1.27,0
4796,123.162,129.548,149.987,1.394,1.244,5
4797,137.59,126.927,147.001,1.01,1.377,4
4798,130.149,133.083,147.375,1.067,1.396,2
4799,130.354,124.809,138.932,1.275,1.119,2
4800,124.206,131.666,150.407,0.986,1.268,4
4801,123.292,132.205,140.542,1.221,1.242,5
4802,137.32,120.875,143.367,1.23,1.194,1
4803,122.461,124.159,146.367,1.276,1.303,1
4804,135.735,127.74,150.212,1.299,1.339,1
4805,124.056,129.078,147.037,1.009,1.254,1
4806,133.909,132.561,135.109,1.117,1.204,3
4807,123.085,133.016,135.01,1.073,1.274,2
4808,135.985,132.811,146.868,0.997,1.123,2
4809,126.906,122.385,143.16,1.092,1.179,1
4810,137.351,122.644,141.712,1.238,1.192,2
4811,136.94,123.145,145.182,1.213,1.28,4
4812,130.79,128.057,153.084,1.13,1.194,2
4813,125.445,126.025,139.9,1.164,1.378,4
4814,129.285,124.768,136.595,1.2,1.047,2
4815,137.682,120.136,145.23,1.2,1.135,0
4816,129.312,133.018,150.68,1.023,1.152,4
4817,132.709,122.373,151.672,1.297,1.283,4
4818,123.406,120.29,142.881,1.225,1.118,4
4819,133.32,125.783,142.227,1.148,1.084,0
4820,123.972,126.504,139.502,1.173,1.121,2
4821,127.749,130.698,153.3,1.179,1.132,3
4822,135.163,132.001,149.885,1.043,1.337,1
4823,133.524,126.13,150.656,1.167,1.195,5
4824,136.452,127.354,145.099,1.289,1.338,2
4825,129.258,125.912,145.055,0.984,1.077,3
4826,134.345,121.841,151.985,1.252,1.088,1
4827,121.168,132.228,141.706,1.179,1.095,5
